SOA,Condition,Time,Voltage,Electrode
100,random,0.0625,-0.4546118324899595,FZ
100,random,0.064453125,-0.4091684640883387,FZ
100,random,0.06640625,-0.3717433283867421,FZ
100,random,0.068359375,-0.3430838564355554,FZ
100,random,0.0703125,-0.32313981783715917,FZ
100,random,0.072265625,-0.31105456450575275,FZ
100,random,0.07421875,-0.3052412467674515,FZ
100,random,0.076171875,-0.3035530870221237,FZ
100,random,0.078125,-0.3035154513497674,FZ
100,random,0.080078125,-0.3025903142273022,FZ
100,random,0.08203125,-0.29845121396476776,FZ
100,random,0.083984375,-0.2892521266062431,FZ
100,random,0.0859375,-0.2738334046625824,FZ
100,random,0.087890625,-0.25185025478435824,FZ
100,random,0.08984375,-0.22381401763027506,FZ
100,random,0.091796875,-0.1910440985852801,FZ
100,random,0.09375,-0.15556680579287277,FZ
100,random,0.095703125,-0.11991940400690741,FZ
100,random,0.09765625,-0.08689721768817554,FZ
100,random,0.099609375,-0.059294849918956005,FZ
100,random,0.1,-0.2311350698391834,FZ
100,random,0.101953125,-0.2165163881073795,FZ
100,random,0.10390625,-0.2125615804260406,FZ
100,random,0.105859375,-0.22031126647448215,FZ
100,random,0.1078125,-0.24001365144243886,FZ
100,random,0.109765625,-0.27110719589273913,FZ
100,random,0.11171875,-0.3122758523765867,FZ
100,random,0.113671875,-0.3615927035571787,FZ
100,random,0.115625,-0.41671877841764643,FZ
100,random,0.117578125,-0.47513499303875056,FZ
100,random,0.11953125,-0.5343819077907594,FZ
100,random,0.121484375,-0.5922084284737394,FZ
100,random,0.1234375,-0.6467112955377274,FZ
100,random,0.125390625,-0.6964595975489374,FZ
100,random,0.12734375,-0.7405330212151284,FZ
100,random,0.129296875,-0.7785035844420919,FZ
100,random,0.13125,-0.8104111108409029,FZ
100,random,0.133203125,-0.8366851334429272,FZ
100,random,0.13515625,-0.8580225018595121,FZ
100,random,0.137109375,-0.8752623514851622,FZ
100,random,0.1390625,-0.8892620013689623,FZ
100,random,0.141015625,-0.9007890945156304,FZ
100,random,0.14296875,-0.9104487482147763,FZ
100,random,0.144921875,-0.9185983309123459,FZ
100,random,0.146875,-0.9253090063054971,FZ
100,random,0.148828125,-0.9303999007670428,FZ
100,random,0.15078125,-0.9335032160606715,FZ
100,random,0.152734375,-0.9341115163152837,FZ
100,random,0.1546875,-0.9316512047163884,FZ
100,random,0.156640625,-0.9255978608901928,FZ
100,random,0.15859375,-0.9156073274230182,FZ
100,random,0.160546875,-0.9015991664362843,FZ
100,random,0.1625,-0.8837878781697839,FZ
100,random,0.164453125,-0.8627058781351948,FZ
100,random,0.16640625,-0.8391614669311931,FZ
100,random,0.168359375,-0.8141446427245571,FZ
100,random,0.1703125,-0.7887098493308818,FZ
100,random,0.172265625,-0.7638704637935589,FZ
100,random,0.17421875,-0.7404624475348953,FZ
100,random,0.176171875,-0.7190227726994181,FZ
100,random,0.178125,-0.6997316525314546,FZ
100,random,0.180078125,-0.6823779274522932,FZ
100,random,0.18203125,-0.6663838104437049,FZ
100,random,0.183984375,-0.6509053208425541,FZ
100,random,0.1859375,-0.6349700543140102,FZ
100,random,0.187890625,-0.6176465394247542,FZ
100,random,0.18984375,-0.598251457972765,FZ
100,random,0.191796875,-0.5765055501427695,FZ
100,random,0.19375,-0.552654948915432,FZ
100,random,0.195703125,-0.5275551375305553,FZ
100,random,0.19765625,-0.5026818285180924,FZ
100,random,0.199609375,-0.4800266459881185,FZ
100,random,0.2,-0.5154043430266598,FZ
100,random,0.201953125,-0.49997775988241955,FZ
100,random,0.20390625,-0.49199866367644063,FZ
100,random,0.205859375,-0.4934058601691049,FZ
100,random,0.2078125,-0.5056238428835512,FZ
100,random,0.209765625,-0.5293303068754085,FZ
100,random,0.21171875,-0.5643028387680715,FZ
100,random,0.213671875,-0.6093496850212433,FZ
100,random,0.215625,-0.6623965404628506,FZ
100,random,0.217578125,-0.7206756048816487,FZ
100,random,0.21953125,-0.7809748435505527,FZ
100,random,0.221484375,-0.8399605608389037,FZ
100,random,0.2234375,-0.8944891494166998,FZ
100,random,0.225390625,-0.9419288588219389,FZ
100,random,0.22734375,-0.9804343925168268,FZ
100,random,0.229296875,-1.00909801652449,FZ
100,random,0.23125,-1.0279925460210395,FZ
100,random,0.233203125,-1.0381272019799328,FZ
100,random,0.23515625,-1.0412749368526875,FZ
100,random,0.237109375,-1.0396923226352328,FZ
100,random,0.2390625,-1.035826344519819,FZ
100,random,0.241015625,-1.0320289169918342,FZ
100,random,0.24296875,-1.0302622305502493,FZ
100,random,0.244921875,-1.031844905408086,FZ
100,random,0.246875,-1.0373259730300788,FZ
100,random,0.248828125,-1.0465019059324734,FZ
100,random,0.25078125,-1.058528585318186,FZ
100,random,0.252734375,-1.072076719443871,FZ
100,random,0.2546875,-1.0855304182655348,FZ
100,random,0.256640625,-1.0972484631111001,FZ
100,random,0.25859375,-1.105819363100835,FZ
100,random,0.260546875,-1.1102401040741228,FZ
100,random,0.2625,-1.1100071876768425,FZ
100,random,0.264453125,-1.1051188931077154,FZ
100,random,0.26640625,-1.0959828311563058,FZ
100,random,0.268359375,-1.0832268514171521,FZ
100,random,0.2703125,-1.0675105906798876,FZ
100,random,0.272265625,-1.04933998850143,FZ
100,random,0.27421875,-1.0289062048585151,FZ
100,random,0.276171875,-1.005999832059956,FZ
100,random,0.278125,-0.9800156419714767,FZ
100,random,0.280078125,-0.9500464273060064,FZ
100,random,0.28203125,-0.9150737788843344,FZ
100,random,0.283984375,-0.8742150903628955,FZ
100,random,0.2859375,-0.826990961755314,FZ
100,random,0.287890625,-0.7735510724415918,FZ
100,random,0.28984375,-0.7148340927187747,FZ
100,random,0.291796875,-0.6526308673926452,FZ
100,random,0.29375,-0.5895309415013262,FZ
100,random,0.295703125,-0.5287532744535639,FZ
100,random,0.29765625,-0.4738729089126537,FZ
100,random,0.299609375,-0.42845279466519054,FZ
100,random,0.30000000000000004,-0.32296278451582344,FZ
100,random,0.30195312500000004,-0.29155074985354185,FZ
100,random,0.30390625000000004,-0.2753963747714749,FZ
100,random,0.30585937500000004,-0.2756670488324176,FZ
100,random,0.30781250000000004,-0.2922596867627192,FZ
100,random,0.30976562500000004,-0.3237654817134228,FZ
100,random,0.31171875000000004,-0.3675489288923472,FZ
100,random,0.31367187500000004,-0.4200176539015389,FZ
100,random,0.31562500000000004,-0.47701892014195846,FZ
100,random,0.31757812500000004,-0.5343018865677784,FZ
100,random,0.31953125000000004,-0.5879661424401661,FZ
100,random,0.32148437500000004,-0.6348552963331144,FZ
100,random,0.32343750000000004,-0.6728462755845046,FZ
100,random,0.32539062500000004,-0.700994278091116,FZ
100,random,0.32734375000000004,-0.7195529363457354,FZ
100,random,0.32929687500000004,-0.7298039875536233,FZ
100,random,0.33125000000000004,-0.7337827916842343,FZ
100,random,0.33320312500000004,-0.7339381916438014,FZ
100,random,0.33515625000000004,-0.7327476509999543,FZ
100,random,0.33710937500000004,-0.7323454852325996,FZ
100,random,0.33906250000000004,-0.7342565702117555,FZ
100,random,0.34101562500000004,-0.739215249723202,FZ
100,random,0.34296875000000004,-0.7471082678733864,FZ
100,random,0.34492187500000004,-0.7570609838580823,FZ
100,random,0.34687500000000004,-0.7676432279168922,FZ
100,random,0.34882812500000004,-0.7771360936992266,FZ
100,random,0.35078125000000004,-0.7838351573141722,FZ
100,random,0.35273437500000004,-0.786349602943659,FZ
100,random,0.35468750000000004,-0.78379946140128,FZ
100,random,0.35664062500000004,-0.7759288162212385,FZ
100,random,0.35859375000000004,-0.7631406352848202,FZ
100,random,0.36054687500000004,-0.7463906767313234,FZ
100,random,0.36250000000000004,-0.7269748946825415,FZ
100,random,0.36445312500000004,-0.7062666444568323,FZ
100,random,0.36640625000000004,-0.685417692380952,FZ
100,random,0.36835937500000004,-0.665086667339665,FZ
100,random,0.37031250000000004,-0.6452564345948986,FZ
100,random,0.37226562500000004,-0.6251763519316,FZ
100,random,0.37421875000000004,-0.603411887389882,FZ
100,random,0.37617187500000004,-0.578025212494282,FZ
100,random,0.37812500000000004,-0.546874698681421,FZ
100,random,0.38007812500000004,-0.5079768651938821,FZ
100,random,0.38203125000000004,-0.4598637998398658,FZ
100,random,0.38398437500000004,-0.4019134589583473,FZ
100,random,0.38593750000000004,-0.33455471266652387,FZ
100,random,0.38789062500000004,-0.2593690552707417,FZ
100,random,0.38984375000000004,-0.17907479437084814,FZ
100,random,0.39179687500000004,-0.0973308658558381,FZ
100,random,0.39375000000000004,-0.018399287338155542,FZ
100,random,0.39570312500000004,0.05325493077634746,FZ
100,random,0.39765625000000004,0.11341004779730213,FZ
100,random,0.39960937500000004,0.15852686221506926,FZ
100,random,0.40156250000000004,0.18611802587997778,FZ
100,random,0.40351562500000004,0.19501401347099542,FZ
100,random,0.40546875000000004,0.1854729255512666,FZ
100,random,0.40742187500000004,0.15912580551002978,FZ
100,random,0.40937500000000004,0.11879391195179775,FZ
100,random,0.41132812500000004,0.06820006710483995,FZ
100,random,0.41328125000000004,0.011575924618867377,FZ
100,random,0.41523437500000004,-0.04679585902112035,FZ
100,random,0.41718750000000004,-0.10300370743010492,FZ
100,random,0.41914062500000004,-0.15386196778877093,FZ
100,random,0.42109375000000004,-0.1971319491644863,FZ
100,random,0.42304687500000004,-0.23163224724953577,FZ
100,random,0.42500000000000004,-0.25724914678448846,FZ
100,random,0.42695312500000004,-0.2748055269563565,FZ
100,random,0.42890625000000004,-0.2858333528976687,FZ
100,random,0.43085937500000004,-0.29229526070650996,FZ
100,random,0.43281250000000004,-0.2962988403965028,FZ
100,random,0.43476562500000004,-0.29981408076196203,FZ
100,random,0.43671875000000004,-0.3044560365594862,FZ
100,random,0.43867187500000004,-0.31131030819864236,FZ
100,random,0.44062500000000004,-0.32086624675020664,FZ
100,random,0.44257812500000004,-0.3330471018969661,FZ
100,random,0.44453125000000004,-0.3472876050736318,FZ
100,random,0.44648437500000004,-0.3626280068225185,FZ
100,random,0.44843750000000004,-0.3778744043003712,FZ
100,random,0.45039062500000004,-0.3917962590804791,FZ
100,random,-0.025390625,-0.21998558779046107,CZ
100,random,-0.0234375,-0.16810541865197595,CZ
100,random,-0.021484375,-0.11886680884032334,CZ
100,random,-0.01953125,-0.07378264363921969,CZ
100,random,-0.017578125,-0.0339759394840655,CZ
100,random,-0.015625,-0.00018120998035443486,CZ
100,random,-0.013671875,0.027221554610434823,CZ
100,random,-0.01171875,0.048130509711086275,CZ
100,random,-0.009765625,0.06262090390674052,CZ
100,random,-0.0078125,0.07082342641240295,CZ
100,random,-0.005859375,0.07285948449009538,CZ
100,random,-0.00390625,0.06876614762063588,CZ
100,random,-0.001953125,0.058454627804849196,CZ
100,random,0.0,0.041723712485008904,CZ
100,random,0.001953125,0.018337193807838038,CZ
100,random,0.00390625,-0.01190218110735938,CZ
100,random,0.005859375,-0.04905612076555596,CZ
100,random,0.0078125,-0.09296431127125968,CZ
100,random,0.009765625,-0.1431874349533402,CZ
100,random,0.01171875,-0.19894584788460182,CZ
100,random,0.013671875,-0.25911225751684697,CZ
100,random,0.015625,-0.32227577246857214,CZ
100,random,0.017578125,-0.3868230527004357,CZ
100,random,0.01953125,-0.4510557669590298,CZ
100,random,0.021484375,-0.5132878749591895,CZ
100,random,0.0234375,-0.5719240741441922,CZ
100,random,0.025390625,-0.6255618828276966,CZ
100,random,0.02734375,-0.6730490460071792,CZ
100,random,0.029296875,-0.7134885766646449,CZ
100,random,0.03125,-0.7462346612641113,CZ
100,random,0.033203125,-0.7708619875756995,CZ
100,random,0.03515625,-0.7871204559251056,CZ
100,random,0.037109375,-0.7948895781595412,CZ
100,random,0.0390625,-0.7941503920250171,CZ
100,random,0.041015625,-0.7849673693272052,CZ
100,random,0.04296875,-0.7675009820573565,CZ
100,random,0.044921875,-0.74203433255704,CZ
100,random,0.046875,-0.709008229016206,CZ
100,random,0.048828125,-0.6690528762121062,CZ
100,random,0.05078125,-0.6230531763407045,CZ
100,random,0.052734375,-0.5721796681790181,CZ
100,random,0.0546875,-0.5178603743161148,CZ
100,random,0.056640625,-0.4617528666983617,CZ
100,random,0.05859375,-0.4056822135112271,CZ
100,random,0.060546875,-0.3515574107382236,CZ
100,random,0.0625,-0.3012425560555698,CZ
100,random,0.064453125,-0.25642320338192803,CZ
100,random,0.06640625,-0.2184333744992273,CZ
100,random,0.068359375,-0.1881243406387512,CZ
100,random,0.0703125,-0.16579349804146656,CZ
100,random,0.072265625,-0.15113820950318765,CZ
100,random,0.07421875,-0.14326446837742424,CZ
100,random,0.076171875,-0.14076655849848407,CZ
100,random,0.078125,-0.14185246719478073,CZ
100,random,0.080078125,-0.14449932912441452,CZ
100,random,0.08203125,-0.1466342236966511,CZ
100,random,0.083984375,-0.14633608493852532,CZ
100,random,0.0859375,-0.1420309601485315,CZ
100,random,0.087890625,-0.13263811808883474,CZ
100,random,0.08984375,-0.11767096612658183,CZ
100,random,0.091796875,-0.09728922805152253,CZ
100,random,0.09375,-0.07233001735329478,CZ
100,random,0.095703125,-0.04425219213288748,CZ
100,random,0.09765625,-0.015022648369722426,CZ
100,random,0.099609375,0.013042372559723917,CZ
100,random,0.1,-0.11628792151441297,CZ
100,random,0.101953125,-0.09573970363163656,CZ
100,random,0.10390625,-0.0820764293862908,CZ
100,random,0.105859375,-0.07714320098273224,CZ
100,random,0.1078125,-0.08229336501131004,CZ
100,random,0.109765625,-0.09825291797938,CZ
100,random,0.11171875,-0.12502864805696848,CZ
100,random,0.113671875,-0.1618910790313066,CZ
100,random,0.115625,-0.2074165504357961,CZ
100,random,0.117578125,-0.2596099596630098,CZ
100,random,0.11953125,-0.3160825882364549,CZ
100,random,0.121484375,-0.3741905931331502,CZ
100,random,0.1234375,-0.43122997146483055,CZ
100,random,0.125390625,-0.48467369779814345,CZ
100,random,0.12734375,-0.5323630518638822,CZ
100,random,0.129296875,-0.5726708248943169,CZ
100,random,0.13125,-0.6046509891888263,CZ
100,random,0.133203125,-0.6281125926932417,CZ
100,random,0.13515625,-0.6435875611998654,CZ
100,random,0.137109375,-0.6522493791294437,CZ
100,random,0.1390625,-0.6557697709297371,CZ
100,random,0.141015625,-0.6561158739870621,CZ
100,random,0.14296875,-0.6553314623403139,CZ
100,random,0.144921875,-0.6552653996294565,CZ
100,random,0.146875,-0.6573375729623799,CZ
100,random,0.148828125,-0.6623853622045316,CZ
100,random,0.15078125,-0.6705880942092792,CZ
100,random,0.152734375,-0.6814397327303823,CZ
100,random,0.1546875,-0.6938109996523778,CZ
100,random,0.156640625,-0.7061184236434315,CZ
100,random,0.15859375,-0.7165778276529977,CZ
100,random,0.160546875,-0.7234730119431987,CZ
100,random,0.1625,-0.7253899241277396,CZ
100,random,0.164453125,-0.7214524776699704,CZ
100,random,0.16640625,-0.7114595856450023,CZ
100,random,0.168359375,-0.6959146558571662,CZ
100,random,0.1703125,-0.6759774102249594,CZ
100,random,0.172265625,-0.6533249795381835,CZ
100,random,0.17421875,-0.6299095346662399,CZ
100,random,0.176171875,-0.6076828483969621,CZ
100,random,0.178125,-0.5883385632898808,CZ
100,random,0.180078125,-0.573056386876658,CZ
100,random,0.18203125,-0.5623197170123717,CZ
100,random,0.183984375,-0.5558534720506715,CZ
100,random,0.1859375,-0.552659435015812,CZ
100,random,0.187890625,-0.5511748291109342,CZ
100,random,0.18984375,-0.5495440329017498,CZ
100,random,0.191796875,-0.5459060989920772,CZ
100,random,0.19375,-0.5387039777815517,CZ
100,random,0.195703125,-0.5270024189485413,CZ
100,random,0.19765625,-0.5107232794898665,CZ
100,random,0.199609375,-0.4907378382768002,CZ
100,random,0.2,-0.4993527625174466,CZ
100,random,0.201953125,-0.4790330550008548,CZ
100,random,0.20390625,-0.4589734174942351,CZ
100,random,0.205859375,-0.44202505478097015,CZ
100,random,0.2078125,-0.4311348682506377,CZ
100,random,0.209765625,-0.4289418050973382,CZ
100,random,0.21171875,-0.43739786121932406,CZ
100,random,0.213671875,-0.457444637191884,CZ
100,random,0.215625,-0.4888650433798602,CZ
100,random,0.217578125,-0.5302833406162221,CZ
100,random,0.21953125,-0.5792857085920591,CZ
100,random,0.221484375,-0.63269355172757,CZ
100,random,0.2234375,-0.6869054254732277,CZ
100,random,0.225390625,-0.7383398097360327,CZ
100,random,0.22734375,-0.7838621751549146,CZ
100,random,0.229296875,-0.8211328608176416,CZ
100,random,0.23125,-0.8488583744137302,CZ
100,random,0.233203125,-0.8669215737278078,CZ
100,random,0.23515625,-0.8763450800586271,CZ
100,random,0.237109375,-0.8790643676093168,CZ
100,random,0.2390625,-0.8776415832301154,CZ
100,random,0.241015625,-0.8749143143305105,CZ
100,random,0.24296875,-0.8735834898132567,CZ
100,random,0.244921875,-0.8758090704108492,CZ
100,random,0.246875,-0.8829095033746626,CZ
100,random,0.248828125,-0.8952324801470013,CZ
100,random,0.25078125,-0.9121662342792547,CZ
100,random,0.252734375,-0.9322463354166644,CZ
100,random,0.2546875,-0.9533637863157195,CZ
100,random,0.256640625,-0.9731050042205426,CZ
100,random,0.25859375,-0.9891278097029499,CZ
100,random,0.260546875,-0.9994986445605036,CZ
100,random,0.2625,-1.0029445199677414,CZ
100,random,0.264453125,-0.9990062512343911,CZ
100,random,0.26640625,-0.9880392823902184,CZ
100,random,0.268359375,-0.9710857554523501,CZ
100,random,0.2703125,-0.9496641030892763,CZ
100,random,0.272265625,-0.9254861836893725,CZ
100,random,0.27421875,-0.9001565929978029,CZ
100,random,0.276171875,-0.8749083210357612,CZ
100,random,0.278125,-0.8504077282367462,CZ
100,random,0.280078125,-0.8266622074870613,CZ
100,random,0.28203125,-0.8030698502636823,CZ
100,random,0.283984375,-0.7785872448096143,CZ
100,random,0.2859375,-0.7519913189923955,CZ
100,random,0.287890625,-0.7221676975532887,CZ
100,random,0.28984375,-0.6884057482281493,CZ
100,random,0.291796875,-0.6506469903300173,CZ
100,random,0.29375,-0.6096354074891509,CZ
100,random,0.295703125,-0.566954750169657,CZ
100,random,0.29765625,-0.5249301461063284,CZ
100,random,0.299609375,-0.486393792975548,CZ
100,random,0.30000000000000004,-0.3022767742777432,CZ
100,random,0.30195312500000004,-0.26991194506109656,CZ
100,random,0.30390625000000004,-0.24754871752463714,CZ
100,random,0.30585937500000004,-0.23729708651387682,CZ
100,random,0.30781250000000004,-0.2403030074482615,CZ
100,random,0.30976562500000004,-0.25655285647019355,CZ
100,random,0.31171875000000004,-0.28478591023173294,CZ
100,random,0.31367187500000004,-0.3225943366658156,CZ
100,random,0.31562500000000004,-0.3666994725232131,CZ
100,random,0.31757812500000004,-0.413337260596336,CZ
100,random,0.31953125000000004,-0.45870469840281203,CZ
100,random,0.32148437500000004,-0.4994023239723867,CZ
100,random,0.32343750000000004,-0.5328091258860467,CZ
100,random,0.32539062500000004,-0.5573477547926586,CZ
100,random,0.32734375000000004,-0.5726327501065499,CZ
100,random,0.32929687500000004,-0.5794151548776939,CZ
100,random,0.33125000000000004,-0.5794006735726498,CZ
100,random,0.33320312500000004,-0.57496238832222,CZ
100,random,0.33515625000000004,-0.5687506085649829,CZ
100,random,0.33710937500000004,-0.5632843041780689,CZ
100,random,0.33906250000000004,-0.5606064473084872,CZ
100,random,0.34101562500000004,-0.5620157851993212,CZ
100,random,0.34296875000000004,-0.5679171072969781,CZ
100,random,0.34492187500000004,-0.5778204871020877,CZ
100,random,0.34687500000000004,-0.5904702760517466,CZ
100,random,0.34882812500000004,-0.6040766756143512,CZ
100,random,0.35078125000000004,-0.6166426754994346,CZ
100,random,0.35273437500000004,-0.626298690775684,CZ
100,random,0.35468750000000004,-0.63158636587346,CZ
100,random,0.35664062500000004,-0.6316533092132205,CZ
100,random,0.35859375000000004,-0.6263773786763238,CZ
100,random,0.36054687500000004,-0.6163350305676828,CZ
100,random,0.36250000000000004,-0.6026550090298954,CZ
100,random,0.36445312500000004,-0.5867737659315254,CZ
100,random,0.36640625000000004,-0.5701242340450108,CZ
100,random,0.36835937500000004,-0.553834566119349,CZ
100,random,0.37031250000000004,-0.5384705033861793,CZ
100,random,0.37226562500000004,-0.5238881694680231,CZ
100,random,0.37421875000000004,-0.50918275569245,CZ
100,random,0.37617187500000004,-0.4927923324515859,CZ
100,random,0.37812500000000004,-0.47272289291910863,CZ
100,random,0.38007812500000004,-0.4468662244683231,CZ
100,random,0.38203125000000004,-0.41335111546914055,CZ
100,random,0.38398437500000004,-0.3708899633636521,CZ
100,random,0.38593750000000004,-0.3190488914839307,CZ
100,random,0.38789062500000004,-0.25842868431880106,CZ
100,random,0.38984375000000004,-0.19072408110609726,CZ
100,random,0.39179687500000004,-0.11862996416311945,CZ
100,random,0.39375000000000004,-0.045605846565877024,CZ
100,random,0.39570312500000004,0.024454577385313297,CZ
100,random,0.39765625000000004,0.08761141507829252,CZ
100,random,0.39960937500000004,0.1402874637790319,CZ
100,random,0.40156250000000004,0.17963775991169925,CZ
100,random,0.40351562500000004,0.2038354848465928,CZ
100,random,0.40546875000000004,0.21224158972543702,CZ
100,random,0.40742187500000004,0.20541686134301074,CZ
100,random,0.40937500000000004,0.18501606806609064,CZ
100,random,0.41132812500000004,0.15359316769547599,CZ
100,random,0.41328125000000004,0.11429959556608087,CZ
100,random,0.41523437500000004,0.0705080697827043,CZ
100,random,0.41718750000000004,0.025455020136178046,CZ
100,random,0.41914062500000004,-0.018056035488989125,CZ
100,random,0.42109375000000004,-0.05786534291729598,CZ
100,random,0.42304687500000004,-0.09257550468433354,CZ
100,random,0.42500000000000004,-0.12159724365190529,CZ
100,random,0.42695312500000004,-0.1450695231497434,CZ
100,random,0.42890625000000004,-0.1637053387071319,CZ
100,random,0.43085937500000004,-0.17860514978096376,CZ
100,random,0.43281250000000004,-0.19105722048207846,CZ
100,random,0.43476562500000004,-0.2023348341650966,CZ
100,random,0.43671875000000004,-0.21353649337640943,CZ
100,random,0.43867187500000004,-0.22546145146407073,CZ
100,random,0.44062500000000004,-0.23855255193439,CZ
100,random,0.44257812500000004,-0.25290650427223227,CZ
100,random,0.44453125000000004,-0.268313227991257,CZ
100,random,0.44648437500000004,-0.2842827377946833,CZ
100,random,0.44843750000000004,-0.30012062719464444,CZ
100,random,0.45039062500000004,-0.31504789426151086,CZ
100,random,-0.025390625,-1.1230645057480617,M1
100,random,-0.0234375,-1.1424775280488575,M1
100,random,-0.021484375,-1.1681691489684454,M1
100,random,-0.01953125,-1.2007338870745345,M1
100,random,-0.017578125,-1.2397803523356288,M1
100,random,-0.015625,-1.2838719609220561,M1
100,random,-0.013671875,-1.3306070654195423,M1
100,random,-0.01171875,-1.3767984356954923,M1
100,random,-0.009765625,-1.4187719105329675,M1
100,random,-0.0078125,-1.4527249597051652,M1
100,random,-0.005859375,-1.4750834829158068,M1
100,random,-0.00390625,-1.4828983353254444,M1
100,random,-0.001953125,-1.4741853874511435,M1
100,random,0.0,-1.4481105750974168,M1
100,random,0.001953125,-1.4050487592953687,M1
100,random,0.00390625,-1.3465655527511444,M1
100,random,0.005859375,-1.2752228883528007,M1
100,random,0.0078125,-1.194308219965024,M1
100,random,0.009765625,-1.107512289166834,M1
100,random,0.01171875,-1.0186063153838631,M1
100,random,0.013671875,-0.9311076897056125,M1
100,random,0.015625,-0.8479899243241106,M1
100,random,0.017578125,-0.7714777275680262,M1
100,random,0.01953125,-0.7029894582899489,M1
100,random,0.021484375,-0.6431675647178281,M1
100,random,0.0234375,-0.5919826536970875,M1
100,random,0.025390625,-0.5489159876859163,M1
100,random,0.02734375,-0.5131762145893504,M1
100,random,0.029296875,-0.4839051809923945,M1
100,random,0.03125,-0.46038150589566845,M1
100,random,0.033203125,-0.4421479028238196,M1
100,random,0.03515625,-0.4290775571291761,M1
100,random,0.037109375,-0.4213266272756756,M1
100,random,0.0390625,-0.419234778092914,M1
100,random,0.041015625,-0.4232017854377546,M1
100,random,0.04296875,-0.4335159368373808,M1
100,random,0.044921875,-0.45019882364272235,M1
100,random,0.046875,-0.4729003045156332,M1
100,random,0.048828125,-0.5007775307319663,M1
100,random,0.05078125,-0.5324578992826899,M1
100,random,0.052734375,-0.5661234394160886,M1
100,random,0.0546875,-0.5996793515095079,M1
100,random,0.056640625,-0.6309727581310653,M1
100,random,0.05859375,-0.6579962693820108,M1
100,random,0.060546875,-0.6791295906083407,M1
100,random,0.0625,-0.6933445689583095,M1
100,random,0.064453125,-0.7003562614293913,M1
100,random,0.06640625,-0.7006711845392033,M1
100,random,0.068359375,-0.6955745107006808,M1
100,random,0.0703125,-0.6870194187769131,M1
100,random,0.072265625,-0.6773818514993479,M1
100,random,0.07421875,-0.6692087197279761,M1
100,random,0.076171875,-0.6649180420481572,M1
100,random,0.078125,-0.6664845557224908,M1
100,random,0.080078125,-0.6751509481262019,M1
100,random,0.08203125,-0.6912212910492599,M1
100,random,0.083984375,-0.7140307758390917,M1
100,random,0.0859375,-0.7419654821205769,M1
100,random,0.087890625,-0.7725843865102888,M1
100,random,0.08984375,-0.8028849851626775,M1
100,random,0.091796875,-0.8296372993044089,M1
100,random,0.09375,-0.8497360987291813,M1
100,random,0.095703125,-0.8605620989143857,M1
100,random,0.09765625,-0.860314916195648,M1
100,random,0.099609375,-0.8482140842147602,M1
100,random,0.1,-0.8510290439467384,M1
100,random,0.101953125,-0.8324274086257688,M1
100,random,0.10390625,-0.8053174514799367,M1
100,random,0.105859375,-0.7716935549240135,M1
100,random,0.1078125,-0.7341053553489019,M1
100,random,0.109765625,-0.6953738861170679,M1
100,random,0.11171875,-0.6582813689703926,M1
100,random,0.113671875,-0.6252596648437246,M1
100,random,0.115625,-0.5980949907780088,M1
100,random,0.117578125,-0.5777595468714479,M1
